Datum;Jaar;Periode;Grootboekrekening Code;Type;Attribuut;Bedrag;Transactie;;
31-12-2019;2019;12;2100;B;D;112.550,00;;;
31-12-2019;2019;12;2150;B;C;-112.550,00;;;
31-12-2019;2019;12;2300;B;D;31.693,20;;;
31-12-2019;2019;12;2350;B;C;-8.936,20;;;
31-12-2019;2019;12;2400;B;D;530,5;;;
31-12-2019;2019;12;2450;B;C;-334,5;;;
31-12-2019;2019;12;2600;B;D;95.170,00;;;
31-12-2019;2019;12;2650;B;C;-30.847,00;;;
31-12-2019;2019;12;2999;B;C;-87.276,00;;;
31-12-2019;2019;12;3550;B;D;0;;;
31-12-2019;2019;12;7901;B;D;0;;;
31-12-2019;2019;12;7902;B;D;0;;;
31-12-2019;2019;12;7903;B;D;0;;;
31-12-2019;2019;12;8000;B;D;0;;;
31-12-2019;2019;12;8400;B;D;0;;;
31-12-2019;2019;12;11000;B;D;82.296,32;;;
31-12-2019;2019;12;11099;B;C;-82.296,32;;;
31-12-2019;2019;12;13000;B;D;0;;;
31-12-2019;2019;12;13001;B;D;0;;;
31-12-2019;2019;12;13350;B;D;0;;;
31-12-2019;2019;12;13690;B;D;0;;;
31-12-2019;2019;12;15000;B;D;0;;;
31-12-2019;2019;12;16000;B;D;0;;;
31-12-2019;2019;12;16001;B;D;0;;;
31-12-2019;2019;12;16980;B;D;0;;;
31-12-2019;2019;12;17010;B;D;0;;;
31-12-2019;2019;12;17110;B;D;0;;;
31-12-2019;2019;12;17500;B;D;0;;;
31-12-2019;2019;12;18000;B;D;0;;;
31-12-2019;2019;12;18800;B;D;0;;;
31-12-2019;2019;12;18990;B;D;0;;;
31-12-2019;2019;12;20200;B;D;0;;;
31-12-2019;2019;12;20201;B;D;0;;;
31-12-2019;2019;12;20204;B;D;0;;;
31-12-2019;2019;12;20209;Peter Bouw Creative Enterprises B.V. (Langlopend);B;D;;;
31-12-2019;2019;12;24000;B;D;0;;;
31-12-2019;2019;12;30100;B;D;0;;;
12-2-2020;2020;2;18000;B;D;988,26;1995;;
12-2-2020;2020;2;18000;B;C;-988,26;1995;;
15-2-2020;2020;2;18800;B;C;-163,93;1994;;
15-2-2020;2020;2;18800;B;C;-160,34;1993;;
15-2-2020;2020;2;18800;B;D;163,93;1994;;
15-2-2020;2020;2;18800;B;D;160,34;1993;;
29-2-2020;2020;2;24000;B;D;0;16511;;
6-3-2020;2020;3;18800;B;C;-233,1;1998;;
6-3-2020;2020;3;18800;B;D;233,1;1998;;
7-3-2020;2020;3;16000;B;C;-652,38;16711;;
7-3-2020;2020;3;16000;B;D;652,38;16709;;
7-3-2020;2020;3;18800;B;C;-113,23;1997;;
7-3-2020;2020;3;18800;B;D;113,23;1997;;
7-3-2020;2020;3;18800;B;C;-113,23;16709;;
7-3-2020;2020;3;18800;B;D;113,23;16711;;
7-3-2020;2020;3;60002;W;D;539,15;16711;;
7-3-2020;2020;3;60002;W;C;-539,15;16709;;
29-3-2020;2020;3;18800;B;C;-246,9;1996;;
29-3-2020;2020;3;18800;B;D;246,9;1996;;
31-3-2020;2020;3;24000;B;D;0;16513;;
14-4-2020;2020;4;18800;B;C;-7,18;1999;;
14-4-2020;2020;4;18800;B;D;7,18;1999;;
30-4-2020;2020;4;24000;B;D;0;16514;;
23-6-2020;2020;6;18000;B;D;77,65;2000;;
23-6-2020;2020;6;18000;B;C;-77,65;2000;;
29-6-2020;2020;6;18800;B;C;-185,85;2001;;
29-6-2020;2020;6;18800;B;D;185,85;2001;;
30-6-2020;2020;6;24000;B;D;0;16512;;
9-7-2020;2020;7;18800;B;C;-25;2010;;
9-7-2020;2020;7;18800;B;C;-6,38;2011;;
9-7-2020;2020;7;18800;B;C;-8,37;2012;;
9-7-2020;2020;7;18800;B;C;-34,9;2013;;
9-7-2020;2020;7;18800;B;D;34,9;2013;;
9-7-2020;2020;7;18800;B;D;8,37;2012;;
9-7-2020;2020;7;18800;B;D;6,38;2011;;
9-7-2020;2020;7;18800;B;D;25;2010;;
13-7-2020;2020;7;18800;B;D;24,99;2009;;
13-7-2020;2020;7;18800;B;C;-24,99;2009;;
14-7-2020;2020;7;18800;B;C;-63,26;2008;;
14-7-2020;2020;7;18800;B;D;63,26;2008;;
20-7-2020;2020;7;18800;B;C;-8,19;2007;;
20-7-2020;2020;7;18800;B;D;8,19;2007;;
22-7-2020;2020;7;18800;B;C;-15,73;2006;;
22-7-2020;2020;7;18800;B;D;15,73;2006;;
23-7-2020;2020;7;18800;B;C;-47,25;2018;;
23-7-2020;2020;7;18800;B;D;47,25;2018;;
23-7-2020;2020;7;18800;B;C;-37,8;2015;;
23-7-2020;2020;7;18800;B;D;37,8;2015;;
23-7-2020;2020;7;18800;B;C;-3.150,00;2017;;
23-7-2020;2020;7;18800;B;D;3.150,00;2017;;
24-7-2020;2020;7;18800;B;C;-1,4;2004;;
24-7-2020;2020;7;18800;B;C;-9,86;2005;;
24-7-2020;2020;7;18800;B;D;9,86;2005;;
24-7-2020;2020;7;18800;B;D;1,4;2004;;
30-7-2020;2020;7;18800;B;C;-54,6;2014;;
30-7-2020;2020;7;18800;B;D;54,6;2014;;
31-7-2020;2020;7;18800;B;C;-74,29;2003;;
31-7-2020;2020;7;18800;B;C;-134,68;2002;;
31-7-2020;2020;7;18800;B;D;74,29;2003;;
31-7-2020;2020;7;18800;B;D;134,68;2002;;
31-7-2020;2020;7;24000;B;D;0;16508;;
3-8-2020;2020;8;18000;B;D;170,26;2020;;
3-8-2020;2020;8;18000;B;C;-170,26;2020;;
3-8-2020;2020;8;18000;B;D;192,15;2019;;
3-8-2020;2020;8;18000;B;C;-192,15;2019;;
4-8-2020;2020;8;18800;B;C;-4,45;2024;;
4-8-2020;2020;8;18800;B;D;4,45;2024;;
6-8-2020;2020;8;18800;B;C;-10,76;2023;;
6-8-2020;2020;8;18800;B;D;10,76;2023;;
7-8-2020;2020;8;18800;B;C;-15,75;2025;;
7-8-2020;2020;8;18800;B;D;15,75;2025;;
10-8-2020;2020;8;18800;B;C;-35,27;2026;;
10-8-2020;2020;8;18800;B;D;35,27;2026;;
13-8-2020;2020;8;18800;B;C;-10,45;2022;;
13-8-2020;2020;8;18800;B;D;10,45;2022;;
31-8-2020;2020;8;18800;B;C;-7,83;2028;;
31-8-2020;2020;8;18800;B;D;7,83;2028;;
31-8-2020;2020;8;18800;B;C;-41,42;2027;;
31-8-2020;2020;8;18800;B;C;-325,5;2021;;
31-8-2020;2020;8;18800;B;D;41,42;2027;;
31-8-2020;2020;8;18800;B;D;325,5;2021;;
31-8-2020;2020;8;24000;B;D;0;16510;;
7-9-2020;2020;9;18000;B;D;94,33;2218;;
7-9-2020;2020;9;18000;B;C;-94,33;2218;;
7-9-2020;2020;9;18800;B;C;-16,25;2240;;
7-9-2020;2020;9;18800;B;D;16,25;2240;;
7-9-2020;2020;9;18800;B;C;-105;2244;;
7-9-2020;2020;9;18800;B;D;105;2244;;
9-9-2020;2020;9;18800;B;C;-2,54;2239;;
9-9-2020;2020;9;18800;B;D;2,54;2239;;
12-9-2020;2020;9;18800;B;C;-34,71;2242;;
12-9-2020;2020;9;18800;B;D;34,71;2242;;
16-9-2020;2020;9;18800;B;D;12,06;2241;;
16-9-2020;2020;9;18800;B;C;-12,06;2241;;
18-9-2020;2020;9;18800;B;C;-1.116,39;2221;;
18-9-2020;2020;9;18800;B;D;1.116,39;2221;;
23-9-2020;2020;9;18800;B;C;-525;2220;;
23-9-2020;2020;9;18800;B;D;525;2220;;
28-9-2020;2020;9;18800;B;C;-6,46;2219;;
28-9-2020;2020;9;18800;B;D;6,46;2219;;
29-9-2020;2020;9;18800;B;C;-8,08;2243;;
29-9-2020;2020;9;18800;B;D;8,08;2243;;
30-9-2020;2020;9;24000;B;D;0;16509;;
11-12-2020;2020;12;16000;B;C;-53;2511;;
11-12-2020;2020;12;42900;W;D;53;2511;;
30-12-2020;2020;12;16000;B;C;-574,75;3311;;
30-12-2020;2020;12;18800;B;D;99,75;3311;;
30-12-2020;2020;12;60002;W;D;475;3311;;
31-12-2020;2020;12;2100;B;D;57.116,00;16486;;
31-12-2020;2020;12;2300;B;D;486;12305;;
31-12-2020;2020;12;2300;B;D;715;12305;;
31-12-2020;2020;12;2300;B;D;725,95;12305;;
31-12-2020;2020;12;2300;B;D;1.327,50;12305;;
31-12-2020;2020;12;2350;B;C;-6.661,92;0;;
31-12-2020;2020;12;2450;B;C;-106,1;0;;
31-12-2020;2020;12;2600;B;D;4.270,40;12305;;
31-12-2020;2020;12;2650;B;C;-16.144,72;15853;;
31-12-2020;2020;12;2999;B;D;16.151,00;15853;;
31-12-2020;2020;12;2999;B;D;95.170,00;12305;;
31-12-2020;2020;12;2999;B;D;6.673,45;12305;;
31-12-2020;2020;12;2999;B;D;530,5;12305;;
31-12-2020;2020;12;2999;B;C;-441,5;12305;;
31-12-2020;2020;12;2999;B;C;-15.610,16;12305;;
31-12-2020;2020;12;2999;B;D;112.550,99;12305;;
31-12-2020;2020;12;2999;B;C;-46.998,00;12305;;
31-12-2020;2020;12;2999;B;D;107;12305;;
31-12-2020;2020;12;2999;B;C;-112.550,99;12305;;
31-12-2020;2020;12;2999;B;D;31.693,20;12305;;
31-12-2020;2020;12;2999;B;D;0,51;15908;;
31-12-2020;2020;12;3550;B;D;3.553,86;12305;;
31-12-2020;2020;12;7901;B;C;-6.962,40;16933;;
31-12-2020;2020;12;7901;B;D;6.999,88;16933;;
31-12-2020;2020;12;7901;B;C;-6.999,88;12305;;
31-12-2020;2020;12;7902;B;C;-7.101,62;16931;;
31-12-2020;2020;12;7902;B;D;7.366,72;16931;;
31-12-2020;2020;12;7902;B;C;-7.366,72;12305;;
31-12-2020;2020;12;7903;B;C;-23,65;12305;;
31-12-2020;2020;12;7903;B;D;23,65;16928;;
31-12-2020;2020;12;8000;B;C;-18.000,00;12305;;
31-12-2020;2020;12;8400;B;C;-119.347,48;12305;;
31-12-2020;2020;12;8400;B;C;-7,45;12305;;
31-12-2020;2020;12;9000;B;C;-105.419,81;21319;;
31-12-2020;2020;12;11099;B;C;-97,97;17452;;
31-12-2020;2020;12;11099;B;D;82.296,32;12305;;
31-12-2020;2020;12;13000;B;D;750;11021;;
31-12-2020;2020;12;13000;B;D;317,93;11021;;
31-12-2020;2020;12;13000;B;D;2.091,79;11021;;
31-12-2020;2020;12;13000;B;D;851,69;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;D;2.689,71;11021;;
31-12-2020;2020;12;13000;B;D;7.865,00;11021;;
31-12-2020;2020;12;13000;B;D;4.840,00;11312;;
31-12-2020;2020;12;13000;B;D;6.878,85;11312;;
31-12-2020;2020;12;13000;B;D;302,5;11021;;
31-12-2020;2020;12;13000;B;D;393,25;11021;;
31-12-2020;2020;12;13000;B;D;7.226,12;11021;;
31-12-2020;2020;12;13000;B;D;2.275,50;11312;;
31-12-2020;2020;12;13000;B;D;393,25;11021;;
31-12-2020;2020;12;13000;B;D;90,75;11021;;
31-12-2020;2020;12;13000;B;D;179,69;11021;;
31-12-2020;2020;12;13000;B;D;90,75;11021;;
31-12-2020;2020;12;13000;B;D;762,3;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;D;8.459,40;11021;;
31-12-2020;2020;12;13000;B;D;136,13;11021;;
31-12-2020;2020;12;13000;B;D;10.896,05;11021;;
31-12-2020;2020;12;13000;B;D;1.512,50;11021;;
31-12-2020;2020;12;13000;B;D;21.291,16;11021;;
31-12-2020;2020;12;13000;B;D;1.064,81;11021;;
31-12-2020;2020;12;13000;B;D;1.798,36;11021;;
31-12-2020;2020;12;13000;B;D;2.731,25;11021;;
31-12-2020;2020;12;13000;B;D;189,38;11021;;
31-12-2020;2020;12;13000;B;D;54,45;11021;;
31-12-2020;2020;12;13000;B;D;750,5;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;D;862,13;11021;;
31-12-2020;2020;12;13000;B;D;245,03;11021;;
31-12-2020;2020;12;13000;B;D;1.631,99;11021;;
31-12-2020;2020;12;13000;B;D;501,39;11021;;
31-12-2020;2020;12;13000;B;D;501,39;11021;;
31-12-2020;2020;12;13000;B;D;1.361,25;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;C;-108,9;14400;;
31-12-2020;2020;12;13000;B;C;-108,9;11021;;
31-12-2020;2020;12;13000;B;D;108,9;14400;;
31-12-2020;2020;12;13000;B;D;37.601,36;11021;;
31-12-2020;2020;12;13000;B;D;1.500,00;11021;;
31-12-2020;2020;12;13000;B;D;572,78;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;D;7.573,68;11021;;
31-12-2020;2020;12;13000;B;D;723,58;11021;;
31-12-2020;2020;12;13000;B;D;4.707,92;11021;;
31-12-2020;2020;12;13000;B;D;1.250,00;11021;;
31-12-2020;2020;12;13000;B;D;1.210,00;11021;;
31-12-2020;2020;12;13000;B;D;1.210,00;11021;;
31-12-2020;2020;12;13000;B;D;1.210,00;11021;;
31-12-2020;2020;12;13000;B;D;169,4;11021;;
31-12-2020;2020;12;13000;B;D;3.475,27;11021;;
31-12-2020;2020;12;13000;B;D;32.605,72;11021;;
31-12-2020;2020;12;13000;B;D;1.383,03;11021;;
31-12-2020;2020;12;13000;B;D;3.449,62;11021;;
31-12-2020;2020;12;13000;B;D;1.240,16;11021;;
31-12-2020;2020;12;13000;B;D;272,25;11021;;
31-12-2020;2020;12;13000;B;D;596,7;11021;;
31-12-2020;2020;12;13000;B;D;144,29;11021;;
31-12-2020;2020;12;13000;B;D;3.100,00;11021;;
31-12-2020;2020;12;13000;B;D;783,48;11021;;
31-12-2020;2020;12;13000;B;D;13.628,23;11021;;
31-12-2020;2020;12;13000;B;D;714,93;11021;;
31-12-2020;2020;12;13000;B;D;714,93;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;D;3.243,65;11312;;
31-12-2020;2020;12;13000;B;D;8.469,99;11021;;
31-12-2020;2020;12;13000;B;D;5.567,76;11021;;
31-12-2020;2020;12;13000;B;C;-4.469,99;11021;;
31-12-2020;2020;12;13000;B;D;239,1;11021;;
31-12-2020;2020;12;13000;B;D;108,9;11021;;
31-12-2020;2020;12;13000;B;D;501,39;11021;;
31-12-2020;2020;12;13000;B;D;133,1;11021;;
31-12-2020;2020;12;13000;B;D;1.714,42;11312;;
31-12-2020;2020;12;13000;B;D;925,65;11312;;
31-12-2020;2020;12;13000;B;D;1.095,81;11021;;
31-12-2020;2020;12;13000;B;D;876,04;11021;;
31-12-2020;2020;12;13000;B;D;390,07;11021;;
31-12-2020;2020;12;13000;B;D;317,93;11021;;
31-12-2020;2020;12;13001;B;D;231.590,80;12305;;
31-12-2020;2020;12;13001;B;C;-211.712,73;11021;;
31-12-2020;2020;12;13001;B;C;-19.878,07;11312;;
31-12-2020;2020;12;13350;B;D;63,44;12305;;
31-12-2020;2020;12;13350;B;D;406,82;12305;;
31-12-2020;2020;12;13350;B;D;228,83;12305;;
31-12-2020;2020;12;13350;B;D;457,73;12305;;
31-12-2020;2020;12;13350;B;D;262,22;12305;;
31-12-2020;2020;12;13350;B;D;26,4;12305;;
31-12-2020;2020;12;13350;B;D;370,83;12305;;
31-12-2020;2020;12;13690;B;D;1.489,40;12305;;
31-12-2020;2020;12;16000;B;C;-587,7;10958;;
31-12-2020;2020;12;16000;B;C;-195,42;10958;;
31-12-2020;2020;12;16000;B;D;143,99;10958;;
31-12-2020;2020;12;16000;B;C;-33,58;10958;;
31-12-2020;2020;12;16000;B;C;-143,99;16679;;
31-12-2020;2020;12;16000;B;C;-658,17;10958;;
31-12-2020;2020;12;16000;B;C;-737,56;10958;;
31-12-2020;2020;12;16000;B;C;-953,88;10958;;
31-12-2020;2020;12;16000;B;C;-138;10958;;
31-12-2020;2020;12;16000;B;C;-27,23;10958;;
31-12-2020;2020;12;16000;B;C;-718,74;10958;;
31-12-2020;2020;12;16000;B;C;-13,19;10958;;
31-12-2020;2020;12;16000;B;C;-41;10958;;
31-12-2020;2020;12;16000;B;D;41;16821;;
31-12-2020;2020;12;16000;B;C;-2.758,80;10958;;
31-12-2020;2020;12;16000;B;C;-4.994,28;10958;;
31-12-2020;2020;12;16000;B;C;-4.931,36;10958;;
31-12-2020;2020;12;16000;B;C;-5.811,63;10958;;
31-12-2020;2020;12;16000;B;C;-6.187,94;10958;;
31-12-2020;2020;12;16000;B;C;-100,26;10958;;
31-12-2020;2020;12;16000;B;C;-166,51;10958;;
31-12-2020;2020;12;16000;B;C;-464;10958;;
31-12-2020;2020;12;16000;B;C;-344;10958;;
31-12-2020;2020;12;16000;B;C;-376;10958;;
31-12-2020;2020;12;16000;B;C;-453,75;10958;;
31-12-2020;2020;12;16000;B;C;-145;10958;;
31-12-2020;2020;12;16000;B;C;-288;10958;;
31-12-2020;2020;12;16000;B;D;5,87;11309;;
31-12-2020;2020;12;16000;B;C;-5,87;10958;;
31-12-2020;2020;12;16000;B;C;-418,64;10958;;
31-12-2020;2020;12;16000;B;C;-2.169,96;10958;;
31-12-2020;2020;12;16000;B;C;-606,19;10958;;
31-12-2020;2020;12;16000;B;C;-2.240,98;10958;;
31-12-2020;2020;12;16000;B;C;-4.500,54;10958;;
31-12-2020;2020;12;16000;B;C;-1.129,06;10958;;
31-12-2020;2020;12;16000;B;C;-1.367,95;10958;;
31-12-2020;2020;12;16000;B;C;-13.007,11;10958;;
31-12-2020;2020;12;16000;B;C;-297;10958;;
31-12-2020;2020;12;16000;B;C;-7.662,50;10958;;
31-12-2020;2020;12;16000;B;C;-955;10958;;
31-12-2020;2020;12;16000;B;C;-16,9;10958;;
31-12-2020;2020;12;16000;B;C;-93,36;10958;;
31-12-2020;2020;12;16000;B;C;-3,95;10958;;
31-12-2020;2020;12;16000;B;C;-3,58;10958;;
31-12-2020;2020;12;16000;B;C;-3;10958;;
31-12-2020;2020;12;16000;B;C;-27,8;10958;;
31-12-2020;2020;12;16000;B;C;-9;10958;;
31-12-2020;2020;12;16000;B;C;-344;10958;;
31-12-2020;2020;12;16000;B;C;-14,96;10958;;
31-12-2020;2020;12;16000;B;C;-49,79;10958;;
31-12-2020;2020;12;16000;B;C;-21;10958;;
31-12-2020;2020;12;16000;B;C;-32,6;10958;;
31-12-2020;2020;12;16000;B;C;-86,99;10958;;
31-12-2020;2020;12;16000;B;D;86,99;16821;;
31-12-2020;2020;12;16000;B;C;-110,68;10958;;
31-12-2020;2020;12;16000;B;D;110,68;11309;;
31-12-2020;2020;12;16000;B;C;-39,75;10958;;
31-12-2020;2020;12;16000;B;C;-72;10958;;
31-12-2020;2020;12;16000;B;C;-397,8;10958;;
31-12-2020;2020;12;16000;B;C;-200;10958;;
31-12-2020;2020;12;16000;B;C;-200;10958;;
31-12-2020;2020;12;16000;B;C;-1.190,18;10958;;
31-12-2020;2020;12;16000;B;C;-3.379,00;10958;;
31-12-2020;2020;12;16000;B;C;-229,9;10958;;
31-12-2020;2020;12;16000;B;C;-611,44;10958;;
31-12-2020;2020;12;16000;B;C;-458,13;10958;;
31-12-2020;2020;12;16000;B;C;-838,47;10958;;
31-12-2020;2020;12;16000;B;C;-493,68;10958;;
31-12-2020;2020;12;16000;B;C;-30,25;10958;;
31-12-2020;2020;12;16000;B;C;-1.636,10;10958;;
31-12-2020;2020;12;16000;B;C;-11.767,25;10958;;
31-12-2020;2020;12;16000;B;C;-62,13;10958;;
31-12-2020;2020;12;16000;B;C;-32,98;10958;;
31-12-2020;2020;12;16000;B;C;-306,33;10958;;
31-12-2020;2020;12;16000;B;C;-169,15;10958;;
31-12-2020;2020;12;16000;B;C;-335,64;10958;;
31-12-2020;2020;12;16000;B;D;335,64;16821;;
31-12-2020;2020;12;16000;B;C;-183,92;10958;;
31-12-2020;2020;12;16000;B;C;-1.728,17;10958;;
31-12-2020;2020;12;16000;B;C;-219,38;10958;;
31-12-2020;2020;12;16000;B;C;-20,69;10958;;
31-12-2020;2020;12;16000;B;C;-47,69;10958;;
31-12-2020;2020;12;16000;B;C;-52,27;10958;;
31-12-2020;2020;12;16000;B;C;-43,56;10958;;
31-12-2020;2020;12;16000;B;C;-95,84;10958;;
31-12-2020;2020;12;16000;B;C;-2.885,85;10958;;
31-12-2020;2020;12;16000;B;C;-351,26;10958;;
31-12-2020;2020;12;16000;B;C;-97,77;10958;;
31-12-2020;2020;12;16000;B;C;-398,36;10958;;
31-12-2020;2020;12;16000;B;C;-231,29;10958;;
31-12-2020;2020;12;16000;B;C;-220,1;10958;;
31-12-2020;2020;12;16000;B;C;-67,52;10958;;
31-12-2020;2020;12;16000;B;C;-2.117,51;10958;;
31-12-2020;2020;12;16000;B;C;-1.793,22;10958;;
31-12-2020;2020;12;16000;B;C;-521,51;10958;;
31-12-2020;2020;12;16000;B;C;-6.814,13;10958;;
31-12-2020;2020;12;16000;B;C;-2.148,09;10958;;
31-12-2020;2020;12;16000;B;C;-544,5;10958;;
31-12-2020;2020;12;16000;B;C;-1.328,40;10958;;
31-12-2020;2020;12;16000;B;C;-244,59;11309;;
31-12-2020;2020;12;16000;B;C;-98,58;10958;;
31-12-2020;2020;12;16000;B;C;-253,36;10958;;
31-12-2020;2020;12;16000;B;C;-110,41;10958;;
31-12-2020;2020;12;16000;B;D;2.347,88;10958;;
31-12-2020;2020;12;16000;B;C;-500;10958;;
31-12-2020;2020;12;16000;B;C;-201,25;10958;;
31-12-2020;2020;12;16000;B;D;701,25;16821;;
31-12-2020;2020;12;16000;B;C;-2.453,88;10958;;
31-12-2020;2020;12;16000;B;C;-260,63;10958;;
31-12-2020;2020;12;16000;B;D;260,63;16821;;
31-12-2020;2020;12;16000;B;C;-203,24;10958;;
31-12-2020;2020;12;16000;B;C;-1.000,00;10958;;
31-12-2020;2020;12;16000;B;C;-628,5;10958;;
31-12-2020;2020;12;16000;B;C;-36,61;10958;;
31-12-2020;2020;12;16000;B;C;-169,4;10958;;
31-12-2020;2020;12;16000;B;C;-459,2;10958;;
31-12-2020;2020;12;16000;B;C;-506,26;10958;;
31-12-2020;2020;12;16000;B;C;-133,88;10958;;
31-12-2020;2020;12;16000;B;C;-1.115,32;10958;;
31-12-2020;2020;12;16000;B;C;-117,07;10958;;
31-12-2020;2020;12;16000;B;C;-510,47;10958;;
31-12-2020;2020;12;16000;B;C;-703,31;10958;;
31-12-2020;2020;12;16000;B;C;-730,54;10958;;
31-12-2020;2020;12;16000;B;C;-662,48;10958;;
31-12-2020;2020;12;16000;B;C;-410,65;10958;;
31-12-2020;2020;12;16000;B;C;-762,3;10958;;
31-12-2020;2020;12;16000;B;C;-762,3;10958;;
31-12-2020;2020;12;16000;B;C;-667,92;10958;;
31-12-2020;2020;12;16000;B;C;-210,54;10958;;
31-12-2020;2020;12;16000;B;C;-718,74;10958;;
31-12-2020;2020;12;16000;B;C;-81,8;10958;;
31-12-2020;2020;12;16000;B;D;302,16;16831;;
31-12-2020;2020;12;16000;B;C;-302,16;10958;;
31-12-2020;2020;12;16000;B;C;-29;10958;;
31-12-2020;2020;12;16000;B;C;-41,59;10958;;
31-12-2020;2020;12;16000;B;C;-6,47;10958;;
31-12-2020;2020;12;16000;B;C;-14,86;10958;;
31-12-2020;2020;12;16000;B;D;13,71;10958;;
31-12-2020;2020;12;16000;B;C;-517,75;10958;;
31-12-2020;2020;12;16000;B;C;-1.302,26;10958;;
31-12-2020;2020;12;16000;B;C;-254,1;10958;;
31-12-2020;2020;12;16000;B;D;1.302,26;16832;;
31-12-2020;2020;12;16000;B;C;-370,26;10958;;
31-12-2020;2020;12;16000;B;C;-307,87;10958;;
31-12-2020;2020;12;16000;B;C;-2.631,75;10958;;
31-12-2020;2020;12;16000;B;C;-1.349,91;10958;;
31-12-2020;2020;12;16000;B;C;-607,42;10958;;
31-12-2020;2020;12;16000;B;C;-544,5;10958;;
31-12-2020;2020;12;16000;B;C;-7,26;10958;;
31-12-2020;2020;12;16000;B;C;-228,85;10958;;
31-12-2020;2020;12;16000;B;C;-103,75;10958;;
31-12-2020;2020;12;16000;B;C;-128,14;10958;;
31-12-2020;2020;12;16000;B;C;-1.834,43;10958;;
31-12-2020;2020;12;16000;B;C;-34,7;10958;;
31-12-2020;2020;12;16000;B;C;-7.156,22;10958;;
31-12-2020;2020;12;16000;B;C;-596,75;10958;;
31-12-2020;2020;12;16000;B;C;-137,32;10958;;
31-12-2020;2020;12;16000;B;C;-63,77;10958;;
31-12-2020;2020;12;16000;B;C;-432,27;10958;;
31-12-2020;2020;12;16000;B;C;-106,48;10958;;
31-12-2020;2020;12;16000;B;C;-285,86;10958;;
31-12-2020;2020;12;16000;B;C;-475,7;10958;;
31-12-2020;2020;12;16000;B;C;-80,1;10958;;
31-12-2020;2020;12;16000;B;D;166,98;10958;;
31-12-2020;2020;12;16000;B;C;-166,98;16833;;
31-12-2020;2020;12;16000;B;C;-1.845,25;10958;;
31-12-2020;2020;12;16000;B;C;-638,15;10958;;
31-12-2020;2020;12;16000;B;C;-690,91;10958;;
31-12-2020;2020;12;16000;B;C;-48,81;10958;;
31-12-2020;2020;12;16000;B;C;-560,93;10958;;
31-12-2020;2020;12;16000;B;C;-264,22;10958;;
31-12-2020;2020;12;16000;B;C;-28,07;10958;;
31-12-2020;2020;12;16000;B;C;-611,49;10958;;
31-12-2020;2020;12;16000;B;C;-827,1;10958;;
31-12-2020;2020;12;16000;B;C;-54,4;10958;;
31-12-2020;2020;12;16000;B;C;-294,64;10958;;
31-12-2020;2020;12;16000;B;C;-124,63;10958;;
31-12-2020;2020;12;16000;B;C;-452,06;10958;;
31-12-2020;2020;12;16000;B;C;-101,16;10958;;
31-12-2020;2020;12;16000;B;C;-60,5;10958;;
31-12-2020;2020;12;16000;B;C;-543,9;10958;;
31-12-2020;2020;12;16000;B;C;-934,85;10958;;
31-12-2020;2020;12;16000;B;C;-140,6;10958;;
31-12-2020;2020;12;16000;B;C;-312,66;10958;;
31-12-2020;2020;12;16000;B;C;-379,46;10958;;
31-12-2020;2020;12;16000;B;C;-227;10958;;
31-12-2020;2020;12;16000;B;C;-157,78;10958;;
31-12-2020;2020;12;16000;B;C;-1.308,00;10958;;
31-12-2020;2020;12;16000;B;C;-1.090,00;10958;;
31-12-2020;2020;12;16000;B;C;-436;10958;;
31-12-2020;2020;12;16000;B;C;-15,14;10958;;
31-12-2020;2020;12;16000;B;C;-605;10958;;
31-12-2020;2020;12;16000;B;C;-3.327,50;10958;;
31-12-2020;2020;12;16000;B;C;-605;10958;;
31-12-2020;2020;12;16000;B;C;-605;10958;;
31-12-2020;2020;12;16000;B;C;-605;10958;;
31-12-2020;2020;12;16001;B;C;-972,73;16983;;
31-12-2020;2020;12;16001;B;C;-159.463,72;12305;;
31-12-2020;2020;12;16001;B;D;128,04;11309;;
31-12-2020;2020;12;16001;B;D;160.308,41;10958;;
31-12-2020;2020;12;16980;B;C;-6,28;15853;;
31-12-2020;2020;12;16980;B;D;6,28;17478;;
31-12-2020;2020;12;17010;B;C;-2.528,57;12305;;
31-12-2020;2020;12;17110;B;C;-3.713,09;12305;;
31-12-2020;2020;12;17110;B;C;-300,86;12305;;
31-12-2020;2020;12;17500;B;C;-7.393,76;12305;;
31-12-2020;2020;12;18800;B;C;-226,01;16832;;
31-12-2020;2020;12;18800;B;D;28,98;16833;;
31-12-2020;2020;12;18800;B;D;24,99;16679;;
31-12-2020;2020;12;18990;B;D;97,28;16515;;
31-12-2020;2020;12;20200;B;D;97,97;17452;;
31-12-2020;2020;12;20200;B;D;57.327,35;12305;;
